id,problem_id,ground_truth,seed,arm,episode_status,success,verified_outcome,predicted_status,provider_calls,accounted_cost_usd,provider_reported_cost_usd,accounting_margin_usd,uncertain_calls,transport_errors,wall_latency_ms,total_tokens,generated_usage_complete,provider_attempt_usage_complete,known_generated_token_subtotal,generated_candidates,evaluated_candidates,unevaluated_candidates,solver_calls,rounds,error
2dffcce4f8bbf8b9fb46,linear-sat-0057,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000284,0.000284,0.0,0,0,14856.230780482292,2640,True,True,2640,1,1,0,0,1,
2e2773c821b5bdefe68a,linear-sat-0083,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000418,0.00041593,2.0700000000000124e-06,0,0,21243.866927921772,4221,True,True,4221,4,1,3,1,1,
2e32b3b165f518aa765f,linear-sat-0263,sat,17,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004356,0.004349269999999999,6.730000000000798e-06,0,0,269602.40974649787,40059,True,True,40059,16,16,0,2,4,
2ea83d06802e0ded0ebf,linear-unsat-0173,unsat,43,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,2.3e-05,2.252e-05,4.799999999999988e-07,0,0,503.9311368018389,644,True,True,644,1,1,0,1,1,
2ece1bb0fd191bbd8e54,linear-sat-0205,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000281,0.0002804,6.000000000000146e-07,0,0,29284.780197776854,2520,True,True,2520,1,1,0,0,1,
2f72f3b276113af1fc7e,linear-sat-0028,sat,29,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.003941,0.00393309,7.909999999999862e-06,0,0,191741.5351178497,39713,True,True,39713,16,16,0,4,4,
2fb3010ef3fd98b019d0,linear-sat-0121,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.001028,0.00102466,3.3400000000001137e-06,0,0,49565.53775444627,9002,True,True,9002,4,4,0,1,1,
302515477748b461f0c9,linear-unsat-0167,unsat,17,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.6e-05,1.581e-05,1.8999999999999987e-07,0,0,509.64799243956804,417,True,True,417,1,1,0,1,1,
30292db84eee32aad06f,linear-unsat-0168,unsat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.1e-05,6.803e-05,2.970000000000007e-06,0,0,2100.9472217410803,1791,True,True,1791,4,1,3,1,1,
304660a6be1d0a64f3cf,linear-unsat-0168,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.8e-05,1.704e-05,9.60000000000001e-07,0,0,487.98222187906504,448,True,True,448,1,1,0,1,1,
30a342097698f8d7d856,linear-sat-0022,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000283,0.0002828,2.0000000000000486e-07,0,0,14367.023383267224,2600,True,True,2600,1,1,0,0,1,
311a211858b15cda4bbb,linear-unsat-0165,unsat,43,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6.1e-05,5.849e-05,2.5100000000000014e-06,0,0,1954.6559415757656,1533,True,True,1533,4,1,3,1,1,
3238de3d3dc583d0273c,linear-unsat-0176,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,2e-05,1.905e-05,9.500000000000028e-07,0,0,458.1318562850356,525,True,True,525,1,1,0,1,1,
32fe709b637100105b7f,linear-sat-0274,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000757,0.00075511,1.889999999999943e-06,0,0,57702.45189592242,7187,True,True,7187,4,4,0,3,1,
3330ff5cb60322244c10,linear-sat-0214,sat,17,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004576,0.004571119999999998,4.880000000002244e-06,0,0,311787.691003643,43144,True,True,43144,16,16,0,0,4,
338cbd6a0540b82ed9c0,linear-sat-0039,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000689,0.0006869199999999999,2.0800000000001156e-06,0,0,43965.56059271097,6404,True,True,6404,4,1,3,1,1,
346ff41cff31f3eff96c,linear-sat-0261,sat,43,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004448,0.00443497,1.3029999999999813e-05,0,0,250483.6408579722,40949,True,True,40949,16,16,0,2,4,
3596440671907aa74f2a,linear-sat-0274,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000824,0.0008223200000000001,1.679999999999889e-06,0,0,54712.59539294988,7704,True,True,7704,4,3,1,2,1,
35bb1e6d173d5bae5b15,linear-sat-0184,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,8,0.002141,0.00213573,5.2699999999999275e-06,0,0,121648.41482136399,19401,True,True,19401,8,8,0,1,2,
36545e17b3e436fd10b6,linear-sat-0061,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000599,0.00059616,2.8400000000000473e-06,0,0,26916.193044744432,5792,True,True,5792,4,1,3,1,1,
3687c18a9b4674a37309,linear-sat-0159,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000287,0.0002864,5.999999999999604e-07,0,0,12267.294366843998,2720,True,True,2720,1,1,0,0,1,
368e72e6fe28d928682b,linear-sat-0214,sat,43,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004546,0.004541609999999998,4.390000000001684e-06,0,0,354729.1939454153,42917,True,True,42917,16,16,0,1,4,
36b69c419755e04ebdb6,linear-unsat-0034,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,5.6e-05,5.464e-05,1.3600000000000005e-06,0,0,2129.150405526161,1368,True,True,1368,4,1,3,1,1,
379d226092d1b41b7ee8,linear-sat-0137,sat,29,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.00067,0.00066824,1.7600000000000645e-06,0,0,39885.07987372577,6088,True,True,6088,4,1,3,1,1,
37a0c0416d37427df1e1,linear-unsat-0078,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.9e-05,7.607e-05,2.9300000000000007e-06,0,0,1705.692500807345,2099,True,True,2099,4,1,3,1,1,
3873e5206a74f5f16308,linear-unsat-0044,unsat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000112,0.00011032,1.6799999999999975e-06,0,0,2638.465739786625,3224,True,True,3224,4,1,3,1,1,
387ed1bfba449dfd3627,linear-sat-0057,sat,29,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004295,0.00429075,4.2499999999999136e-06,0,0,180345.18213104457,40495,True,True,40495,16,16,0,2,4,
3892275ed1d35d49049a,linear-unsat-0034,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.4e-05,1.366e-05,3.4000000000000013e-07,0,0,465.96213802695274,342,True,True,342,1,1,0,1,1,
392371867f18781d2336,linear-sat-0197,sat,29,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.003576,0.0035680899999999995,7.910000000000729e-06,0,0,197254.89247217774,36413,True,True,36413,16,16,0,4,4,
395f68a629b027f5e482,linear-sat-0230,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,7.3e-05,7.297e-05,2.999999999999802e-08,0,0,2879.3497616425157,749,True,True,749,1,1,0,1,1,
3a02631cf65743ab6dc8,linear-sat-0233,sat,17,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000333,0.00033144,1.5600000000000054e-06,0,0,19843.748671002686,3368,True,True,3368,4,1,3,1,1,
3a1b22da197514823d0f,linear-sat-0061,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000749,0.00074644,2.5599999999999755e-06,0,0,46859.78588089347,6948,True,True,6948,4,1,3,1,1,
3a21a6acf380184b8208,linear-sat-0192,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000506,0.00050325,2.7500000000000397e-06,0,0,23844.58686877042,4905,True,True,4905,4,1,3,1,1,
3a9f1d27cd833bf18eb7,linear-sat-0184,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.001009,0.0010072,1.7999999999999353e-06,0,0,90869.16748527437,9200,True,True,9200,4,1,3,1,1,
3b6869d207c6924ab7c7,linear-sat-0061,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000728,0.00072616,1.840000000000023e-06,0,0,48693.08377522975,6792,True,True,6792,4,3,1,3,1,
3c309fd3494cccad02b0,linear-sat-0230,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000268,0.00026614,1.8600000000000127e-06,0,0,10771.849412471056,2798,True,True,2798,4,1,3,1,1,
3c513a54cf83ed08c024,linear-sat-0242,sat,17,multi_generic_feedback,stopped,0,,,14,0.003785,0.003776249999999999,8.750000000001378e-06,0,0,233855.99239822477,,False,False,,,,,,,StudyStopped
3c61e11ad3898facc8a7,linear-unsat-0023,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.988e-05,1.1999999999999885e-07,0,0,2002.27533839643,1556,True,True,1556,4,1,3,1,1,
3d389cb9f9fe1941d55a,linear-sat-0186,sat,17,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000289,0.0002888,1.9999999999995065e-07,0,0,14096.139469183981,2800,True,True,2800,1,1,0,0,1,
3d832cb0bf5557903b4c,linear-unsat-0146,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,7.061e-05,1.3899999999999986e-06,0,0,2003.0582090839744,1897,True,True,1897,4,1,3,1,1,
3da91a725280dc6104ff,linear-sat-0244,sat,43,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000277,0.00027632,6.800000000000274e-07,0,0,14210.108121857047,2384,True,True,2384,1,1,0,0,1,
3e021ead28818905841c,linear-unsat-0125,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000102,9.994e-05,2.060000000000004e-06,0,0,1797.4619939923286,2898,True,True,2898,4,1,3,1,1,
3e4b56074173ec7bd869,linear-unsat-0148,unsat,29,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.345e-05,2.5500000000000078e-06,0,0,2215.5030984431505,2005,True,True,2005,4,1,3,1,1,
3e4fe0e6513280b0cc3c,linear-unsat-0145,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.5e-05,1.485e-05,1.5000000000000026e-07,0,0,492.7988834679127,385,True,True,385,1,1,0,1,1,
3f4f508fb0aec67c7dcd,linear-sat-0063,sat,29,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,12,0.003344,0.0033412600000000004,2.739999999999774e-06,0,0,147122.15139437467,30502,True,True,30502,12,9,3,1,3,
3fb22a22da8d6e8b00c9,linear-sat-0192,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000886,0.0008833700000000001,2.629999999999885e-06,0,0,46921.29939701408,7829,True,True,7829,4,2,2,1,1,
3fccdef5230824aab2ec,linear-unsat-0125,unsat,17,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,2.6e-05,2.518e-05,8.199999999999989e-07,0,0,491.6350580751896,726,True,True,726,1,1,0,1,1,
4033d5537449439e031a,linear-sat-0233,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000127,0.00012615,8.499999999999936e-07,0,0,7204.506240785122,1175,True,True,1175,1,1,0,1,1,
4073b9d5ebef6f572a10,linear-unsat-0053,unsat,29,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.012e-05,1.8800000000000023e-06,0,0,2109.240665100515,2564,True,True,2564,4,1,3,1,1,
4131f9c8c1659cff86f2,linear-sat-0244,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.001095,0.0010927999999999999,2.200000000000162e-06,0,0,101154.31837271899,9440,True,True,9440,4,4,0,1,1,
41afbf0666ad5d48a02a,linear-sat-0292,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.00034,0.00033759,2.409999999999999e-06,0,0,15041.216995567083,3483,True,True,3483,4,1,3,1,1,
41aff3f2b3e90026f698,linear-sat-0022,sat,17,cd_vgs_core_rank,complete,0,BUDGET_EXCEEDED,,16,0.004406,0.00439909,6.910000000000596e-06,0,0,188793.59271470457,40833,True,True,40833,16,16,0,1,4,
41b882c0f66ecac4a9d7,linear-unsat-0078,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,2e-05,1.905e-05,9.500000000000028e-07,0,0,476.30839608609676,525,True,True,525,1,1,0,1,1,
41cf282240c19a3af95f,linear-unsat-0167,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6.4e-05,6.324e-05,7.599999999999995e-07,0,0,1848.4942773357034,1668,True,True,1668,4,1,3,1,1,
41d488be79ff0056a67b,linear-sat-0205,sat,29,cd_vgs_core_rank,complete,0,BUDGET_EXCEEDED,,16,0.004526,0.00451446,1.1539999999999988e-05,0,0,415481.3417997211,41302,True,True,41302,16,16,0,1,4,
421a5c528f5ddcc3455e,linear-unsat-0010,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,8.4e-05,8.170000000000001e-05,2.299999999999988e-06,0,0,2025.134177878499,2290,True,True,2290,4,1,3,1,1,
42bc462413bce9e75ca1,linear-sat-0292,sat,29,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.00034,0.00033824,1.7600000000000103e-06,0,0,22560.023334808648,3488,True,True,3488,4,1,3,1,1,
4375db1ed7f272e0d9aa,linear-sat-0192,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000867,0.000864,3.000000000000073e-06,0,0,53261.348102241755,7680,True,True,7680,4,1,3,1,1,
43e9df7032d4b1cd7288,linear-sat-0214,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000286,0.0002852,8.000000000000194e-07,0,0,11988.60698286444,2680,True,True,2680,1,1,0,0,1,
444207ee944c8231c641,linear-sat-0039,sat,29,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000183,0.00018278,2.199999999999945e-07,0,0,9118.388061411679,1686,True,True,1686,1,1,0,1,1,
44586f9ea11872bdf302,linear-sat-0054,sat,43,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004556,0.0045499999999999985,6.000000000001664e-06,0,0,353426.3150980696,42440,True,True,42440,16,16,0,0,4,
44b1cdaf3a38bef4c57b,linear-unsat-0145,unsat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.94e-05,6.00000000000001e-07,0,0,2244.0342595800757,1540,True,True,1540,4,1,3,1,1,
44d5defb91bd4e5b0d7e,linear-unsat-0167,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6.4e-05,6.324e-05,7.599999999999995e-07,0,0,2339.381636120379,1668,True,True,1668,4,1,3,1,1,
463c4d0a5a60772752fd,linear-unsat-0148,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.345e-05,2.5500000000000078e-06,0,0,2186.072723940015,2005,True,True,2005,4,1,3,1,1,
46a4f0ff81aeecc8142d,linear-sat-0184,sat,43,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,12,0.003271,0.00326679,4.210000000000151e-06,0,0,128055.94791378826,30403,True,True,30403,12,12,0,3,3,
46d9904b0f85c3b3789b,linear-unsat-0078,unsat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.9e-05,7.607e-05,2.9300000000000007e-06,0,0,2008.592982776463,2099,True,True,2099,4,1,3,1,1,
4726dc22982c0eb133a0,linear-sat-0068,sat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000591,0.00058871,2.290000000000061e-06,0,0,31217.339426279068,5907,True,True,5907,4,1,3,1,1,
47791c75b1e5cde56679,linear-sat-0186,sat,17,cd_vgs_core_rank,complete,0,BUDGET_EXCEEDED,,16,0.004636,0.00462872,7.280000000000134e-06,0,0,223735.49006227404,45064,True,True,45064,16,16,0,0,4,
4842e976fdbc7560452d,linear-sat-0205,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000281,0.0002804,6.000000000000146e-07,0,0,14991.822248324752,2520,True,True,2520,1,1,0,0,1,
4858c57154e0902e6f0f,linear-sat-0244,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,8,0.002211,0.00220735,3.6500000000000074e-06,0,0,103595.71865200996,19115,True,True,19115,8,8,0,1,2,
4984ba3d12e4befa91cd,linear-unsat-0044,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000112,0.00011006,1.9399999999999984e-06,0,0,2341.1681624129415,3222,True,True,3222,4,1,3,1,1,
49aee6f7ea3ed4f9cd62,linear-unsat-0145,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.953e-05,4.700000000000006e-07,0,0,2430.6523259729147,1541,True,True,1541,4,1,3,1,1,
49b80ab242b9f546bcf9,linear-unsat-0168,unsat,29,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,7.1e-05,6.803e-05,2.970000000000007e-06,0,0,1906.127355992794,1791,True,True,1791,4,1,3,1,1,
4a16809563fc9c83c297,linear-sat-0280,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000982,0.00098036,1.6400000000000182e-06,0,0,41100.6777305156,8932,True,True,8932,4,1,3,1,1,
4a2c7ede682959469f26,linear-sat-0121,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000278,0.00027716,8.399999999999987e-07,0,0,14845.849993638694,2412,True,True,2412,1,1,0,0,1,
4a49b8afc1cda16fcb78,linear-unsat-0128,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.0001,9.968e-05,3.200000000000105e-07,0,0,2482.4641505256295,2896,True,True,2896,4,1,3,1,1,
4a7aa48369c4d833248a,linear-unsat-0044,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000112,0.00011045,1.549999999999997e-06,0,0,2681.095107458532,3225,True,True,3225,4,1,3,1,1,
4ac7163ba31963a56eb0,linear-sat-0022,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000283,0.0002828,2.0000000000000486e-07,0,0,17504.229369573295,2600,True,True,2600,1,1,0,0,1,
4ae95621403aaf8fdd31,linear-sat-0057,sat,17,multi_no_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004544,0.004544000000000001,0.0,0,0,325265.83789102733,42240,True,True,42240,16,16,0,0,4,
4b0be29b5167f1079ab6,linear-sat-0159,sat,29,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004325,0.004312640000000001,1.2359999999998587e-05,0,0,239692.4815122038,41648,True,True,41648,16,16,0,3,4,
4b2bb59958167595eb87,linear-unsat-0168,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,6.816e-05,3.840000000000004e-06,0,0,2899.8203724622726,1792,True,True,1792,4,1,3,1,1,
4b666d4024d49ab0cc24,linear-unsat-0044,unsat,43,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,0.000112,0.00011032,1.6799999999999975e-06,0,0,2307.348310947418,3224,True,True,3224,4,1,3,1,1,
4b71777788c084d9e92a,linear-unsat-0125,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,0.000104,0.0001002,3.7999999999999975e-06,0,0,2205.563711002469,2900,True,True,2900,4,1,3,1,1,
4b721a57cb6e28d85d77,linear-sat-0244,sat,29,multi_generic_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004332,0.00432829,3.709999999999651e-06,0,0,233249.45420958102,37633,True,True,37633,16,16,0,2,4,
4b8bdf453791c7d119e2,linear-sat-0192,sat,29,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000544,0.00054199,2.0099999999999892e-06,0,0,21122.277544811368,5203,True,True,5203,4,1,3,1,1,
4ba9adf3a0336a0e32d0,linear-sat-0083,sat,29,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000377,0.00037524,1.7600000000000103e-06,0,0,21313.414533622563,3908,True,True,3908,4,1,3,1,1,
4c1239da8990747002aa,linear-unsat-0173,unsat,17,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.008e-05,1.919999999999995e-06,0,0,2148.6317571252584,2576,True,True,2576,4,1,3,1,1,
4c1c379289917bccda46,linear-sat-0068,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000151,0.00015007,9.300000000000063e-07,0,0,12523.345743305981,1499,True,True,1499,1,1,0,1,1,
4c324108ad2d416645ab,linear-sat-0184,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,8,0.002232,0.0022277300000000002,4.269999999999795e-06,0,0,140803.9391702041,20041,True,True,20041,8,5,3,1,2,
4caa9d5c017dec094924,linear-sat-0028,sat,29,multi_no_feedback,complete,0,BUDGET_EXCEEDED,unsat,16,0.003169,0.0031628500000000005,6.149999999999472e-06,0,0,207633.18632729352,33585,True,True,33585,16,16,0,7,4,
4cb5dbb25e3a647ca0e8,linear-sat-0028,sat,17,cd_vgs_core_rank,complete,0,BUDGET_EXCEEDED,,16,0.003754,0.0037455200000000013,8.479999999998645e-06,0,0,228351.16686765105,38264,True,True,38264,16,16,0,4,4,
4cc5b9d935b824b95a68,linear-sat-0242,sat,29,multi_no_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004549,0.004542839999999999,6.1600000000007135e-06,0,0,242770.93825489283,43708,True,True,43708,16,16,0,1,4,
4cc6f9dd7dc8372521d2,linear-unsat-0053,unsat,17,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.025e-05,1.7500000000000019e-06,0,0,2350.5812315270305,2565,True,True,2565,4,1,3,1,1,
4da5eb5f1d4c9bf6af6a,linear-sat-0083,sat,29,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000124,0.00012319,8.100000000000143e-07,0,0,5215.680463239551,1203,True,True,1203,1,1,0,1,1,
4ded31120c90051d74ed,linear-unsat-0056,unsat,29,one_shot,complete,1,CERTIFIED_UNSAT,unsat,1,1.9e-05,1.872e-05,2.800000000000007e-07,0,0,496.3922807946801,504,True,True,504,1,1,0,1,1,
4df214c648bf4d0668cf,linear-unsat-0023,unsat,29,multi_unsat_core_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.988e-05,1.1999999999999885e-07,0,0,1878.6578308790922,1556,True,True,1556,4,1,3,1,1,
4e4ecab09d687ba3c702,linear-sat-0292,sat,43,one_shot,complete,1,CERTIFIED_SAT,sat,1,8.6e-05,8.586e-05,1.4000000000000882e-07,0,0,4039.0854366123676,882,True,True,882,1,1,0,1,1,
4ee8e0d7c4f4d6fc425d,linear-unsat-0146,unsat,43,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,7.061e-05,1.3899999999999986e-06,0,0,2123.5686019062996,1897,True,True,1897,4,1,3,1,1,
4fc9e0faa0abc8c05395,linear-sat-0292,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,9.5e-05,9.496e-05,4.000000000000639e-08,0,0,4999.338706955314,952,True,True,952,1,1,0,1,1,
50c70d727944e86dc81c,linear-sat-0022,sat,43,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.004348,0.004340710000000001,7.289999999999207e-06,0,0,255218.03297195584,40387,True,True,40387,16,16,0,1,4,
50dec042f369bae15f3e,linear-unsat-0023,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.962e-05,3.7999999999999975e-07,0,0,1991.013946942985,1554,True,True,1554,4,1,3,1,1,
50f98c852a0d4bfbe964,linear-sat-0039,sat,43,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.00066,0.00065897,1.0299999999999546e-06,0,0,29321.41761202365,6189,True,True,6189,4,1,3,1,1,
5129d5b764a8d36340c3,linear-unsat-0146,unsat,17,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,7.061e-05,1.3899999999999986e-06,0,0,2039.9785293266177,1897,True,True,1897,4,1,3,1,1,
519c46d71408dd2e0be2,linear-sat-0197,sat,29,multi_unsat_core_feedback,complete,0,BUDGET_EXCEEDED,,16,0.003837,0.003828479999999999,8.52000000000101e-06,0,0,338318.908338435,38416,True,True,38416,16,16,0,3,4,
51ad62344b8f8ebadbe5,linear-unsat-0026,unsat,43,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.6e-05,7.332e-05,2.6800000000000082e-06,0,0,2145.5710642039776,2004,True,True,2004,4,1,3,1,1,
52a1a4ad6e2ca9529658,linear-sat-0220,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000127,0.00012642,5.799999999999978e-07,0,0,6713.024333119392,1274,True,True,1274,1,1,0,1,1,
52a454ba416e8cc83d8d,linear-sat-0159,sat,43,multi_unsat_core_feedback,complete,1,CERTIFIED_SAT,sat,8,0.002009,0.00200394,5.059999999999874e-06,0,0,99577.13954243809,19618,True,True,19618,8,6,2,1,2,
532b42ce2a5c75342194,linear-unsat-0053,unsat,43,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,9.2e-05,9.025e-05,1.7500000000000019e-06,0,0,1775.9974161162972,2565,True,True,2565,4,1,3,1,1,
53464bdf2dffd1feaa9f,linear-sat-0197,sat,29,one_shot,complete,0,BUDGET_EXCEEDED,,1,0.000288,0.0002876,4.000000000000097e-07,0,0,16252.777615562081,2760,True,True,2760,1,1,0,0,1,
534a69d397f6bfb0cc4a,linear-unsat-0166,unsat,29,cd_vgs_core_rank,complete,1,CERTIFIED_UNSAT,unsat,4,6e-05,5.962e-05,3.7999999999999975e-07,0,0,2151.1829206719995,1554,True,True,1554,4,1,3,1,1,
53ac1503d1ef7e7aaacf,linear-sat-0039,sat,17,one_shot,complete,1,CERTIFIED_SAT,sat,1,0.000135,0.00013429,7.100000000000118e-07,0,0,6290.296150371432,1313,True,True,1313,1,1,0,1,1,
546422b862dcdf8a7d77,linear-sat-0156,sat,29,cd_vgs_core_rank,complete,1,CERTIFIED_SAT,sat,4,0.000338,0.00033573,2.269999999999963e-06,0,0,13587.929168716073,3401,True,True,3401,4,1,3,1,1,
54ac4d41fde8a068e400,linear-sat-0054,sat,17,multi_generic_feedback,complete,1,CERTIFIED_SAT,sat,8,0.002248,0.0022457300000000005,2.2699999999995293e-06,0,0,130171.43548838794,20961,True,True,20961,8,5,3,1,2,
552f48922ecff2438119,linear-unsat-0168,unsat,43,multi_no_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,6.816e-05,3.840000000000004e-06,0,0,2278.7681221961975,1792,True,True,1792,4,1,3,1,1,
5550dac5cc477af1ff4a,linear-sat-0292,sat,17,multi_no_feedback,complete,1,CERTIFIED_SAT,sat,4,0.000349,0.00034734,1.6600000000000078e-06,0,0,15579.056047834456,3558,True,True,3558,4,1,3,1,1,
556437e9c8cd3c94c0dd,linear-unsat-0146,unsat,17,multi_generic_feedback,complete,1,CERTIFIED_UNSAT,unsat,4,7.2e-05,7.061e-05,1.3899999999999986e-06,0,0,1849.0074649453163,1897,True,True,1897,4,1,3,1,1,
